City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
475,Karimpur,IN,23.9667,88.6167,67.14,53,2,3.6,clear sky
476,Erseke,AL,40.3378,20.6789,39.52,92,100,5.88,overcast clouds
477,Stubbekobing,DK,54.8887,12.041,30.34,85,100,10.85,overcast clouds
478,Marakkanam,IN,12.2,79.95,77.74,83,60,2.55,heavy intensity rain
479,Vanavara,RU,60.34,102.2797,-14.93,98,100,5.26,light snow
480,Ixtapa,MX,20.7,-105.2,76.23,83,40,4.61,scattered clouds
481,Warburg,DE,51.5,9.1667,28.27,93,100,1.14,overcast clouds
482,Katsuura,JP,35.1333,140.3,52.29,52,2,19.77,clear sky
483,Varhaug,NO,58.6147,5.6457,30.47,60,100,24.14,light snow
484,Ascension,US,30.2169,-90.9001,68.07,95,40,0.0,scattered clouds
485,Key Largo,US,25.0865,-80.4473,73.98,72,0,6.71,clear sky
486,Blyznyuky,UA,48.8578,36.5551,43.54,76,100,18.66,overcast clouds
487,Concarneau,FR,47.875,-3.9225,30.49,76,93,4.34,overcast clouds
488,Tura,IN,25.5198,90.2201,63.1,70,5,1.88,clear sky
489,Aquiraz,BR,-3.9014,-38.3911,81.18,78,74,12.64,broken clouds
490,Formosa,AR,-26.1775,-58.1781,80.58,89,0,0.0,clear sky
491,Marzuq,YE,14.4,46.4667,57.56,66,0,1.19,clear sky
492,Aykhal,RU,66.0,111.5,-10.88,98,100,6.15,overcast clouds
493,Naze,JP,28.3667,129.4833,63.52,60,39,12.57,scattered clouds
494,Shimanovsk,RU,52.0,127.7,4.96,94,100,8.99,light snow
495,Dankov,RU,53.2515,39.1555,35.55,91,100,23.11,light rain
496,Sinnamary,GF,5.3833,-52.95,76.71,86,99,6.29,overcast clouds
497,Svetlogorsk,BY,52.6333,29.7333,30.47,93,100,12.75,overcast clouds
498,Belaya Gora,RU,68.5333,146.4167,-15.52,99,100,5.53,overcast clouds
499,Gravdal,NO,68.1214,13.5031,28.98,60,2,6.02,clear sky
500,Mwinilunga,ZM,-11.7358,24.4293,62.67,95,100,0.63,light rain
501,Hirara,JP,24.8,125.2833,73.67,68,75,19.57,broken clouds
502,Tiarei,PF,-17.5333,-149.3333,71.62,79,100,9.13,moderate rain
503,Kikwit,CD,-5.041,18.8162,69.55,98,100,1.28,overcast clouds
504,Port Augusta,AU,-32.5,137.7667,70.83,26,5,17.45,clear sky
505,Hokitika,NZ,-42.7167,170.9667,64.22,73,26,6.71,scattered clouds
506,Namie,JP,37.4833,141.0,48.97,61,85,10.31,overcast clouds
507,Kabarnet,KE,0.4919,35.743,54.16,90,25,3.29,scattered clouds
508,Batagay-Alyta,RU,67.8006,130.4114,-25.71,88,100,4.47,overcast clouds
509,Saint-Augustin,CA,51.226,-58.6502,6.78,76,98,7.43,overcast clouds
510,Biloela,AU,-24.4167,150.5,89.29,43,2,10.25,clear sky
511,Santa Fe,AR,-31.6333,-60.7,89.02,66,4,1.01,light rain
512,Chadan,RU,51.2833,91.5833,-10.3,99,96,2.35,overcast clouds
513,Smidovich,RU,48.6,133.8167,7.14,87,100,6.98,overcast clouds
514,Beringovskiy,RU,63.05,179.3167,3.88,69,0,11.95,clear sky
515,Likhoy,RU,48.1266,40.2056,35.42,91,81,21.21,broken clouds
516,Bontang,ID,0.1333,117.5,83.34,70,100,2.04,overcast clouds
517,Kununurra,AU,-15.7667,128.7333,96.78,44,40,6.91,scattered clouds
518,Mandalgovi,MN,45.7625,106.2708,3.69,54,83,14.5,broken clouds
519,Dicabisagan,PH,17.0818,122.4157,81.45,70,91,5.77,overcast clouds
520,Lichinga,MZ,-13.3128,35.2406,62.69,100,75,8.05,broken clouds
521,Koshurnikovo,RU,54.1667,93.3,-19.28,99,47,3.85,scattered clouds
522,Finote Selam,ET,10.7,37.2667,55.49,73,5,3.47,clear sky
523,El Penol,CO,1.4599,-77.4454,58.53,94,97,2.37,light rain
524,Mariental,NA,-24.6333,17.9667,66.29,45,0,7.31,clear sky
525,Juan Lacaze,UY,-34.4342,-57.4381,74.12,81,56,11.86,broken clouds
526,Belyy Yar,RU,53.6039,91.3903,-7.71,92,63,2.24,mist
527,Nizwa,OM,22.9333,57.5333,60.19,70,0,3.8,clear sky
528,Atambua,ID,-9.1061,124.8925,85.71,56,54,4.47,broken clouds
529,Nizhniy Kuranakh,RU,58.8353,125.4869,-29.24,100,100,1.23,overcast clouds
530,Caramay,PH,10.1815,119.236,81.01,79,100,6.51,overcast clouds
531,Sangar,RU,63.9242,127.4739,-31.31,97,100,1.97,overcast clouds
532,Kropotkin,RU,45.4375,40.5756,39.31,77,100,12.68,overcast clouds
533,Ekuvukeni,ZA,-28.4675,30.1551,62.6,95,100,2.93,light rain
534,Kiunga,PG,-6.1219,141.2906,89.29,57,84,2.84,light rain
535,Fatehpur,IN,25.9333,80.8,60.31,51,12,6.4,few clouds
536,Canutama,BR,-6.5339,-64.3831,76.57,87,100,2.39,overcast clouds
537,Hohhot,CN,40.8106,111.6522,14.29,44,2,11.18,haze
538,Saint Albans,GB,51.75,-0.3333,32.41,98,100,12.66,light snow
539,Amga,RU,60.8953,131.9608,-45.36,99,83,1.83,broken clouds
540,Kahului,US,20.8947,-156.47,78.82,73,75,20.71,broken clouds
541,Iskateley,RU,67.6803,53.1512,-20.72,100,70,3.74,broken clouds
542,Saiha,IN,22.4833,92.9667,64.8,45,0,2.53,clear sky
543,Tayu,ID,-6.5397,111.0518,83.95,72,63,5.77,broken clouds
544,Jinji,CN,23.2281,110.8261,54.63,50,12,9.04,few clouds
545,Takaka,NZ,-40.85,172.8,69.53,59,28,5.14,scattered clouds
546,Aasiaat,GL,68.7098,-52.8699,5.04,87,73,5.99,broken clouds
547,Koch Bihar,IN,26.3167,89.4333,63.54,67,5,5.03,clear sky
548,Plettenberg Bay,ZA,-34.0527,23.3716,68.05,96,100,5.77,overcast clouds
549,Brae,GB,60.3964,-1.353,36.63,80,97,23.47,overcast clouds
550,Konotop,UA,51.2403,33.2026,50.34,95,100,17.54,overcast clouds
551,Lagos,NG,6.5833,3.75,79.12,89,17,3.11,few clouds
552,Bhola,BD,22.6833,90.65,68.97,64,5,7.63,clear sky
553,Bobrovka,RU,54.047,61.7455,19.63,80,100,15.17,overcast clouds
554,Matola,MZ,-25.9622,32.4589,76.95,88,75,9.22,broken clouds
555,Kharagauli,GE,42.0214,43.1977,42.71,60,19,9.08,few clouds
556,Armizonskoye,RU,55.9461,67.6736,15.28,86,100,13.51,overcast clouds
557,Ihosy,MG,-22.4,46.1167,68.22,84,83,6.91,broken clouds
558,Nouadhibou,MR,20.931,-17.0347,71.58,68,1,13.8,clear sky
559,Yeniseysk,RU,58.4497,92.1703,-33.45,99,68,0.98,broken clouds
560,Uray,RU,60.1247,64.7758,3.97,97,100,1.59,light snow
561,Turbo,CO,8.0937,-76.7269,75.61,91,95,5.59,overcast clouds
562,Lakhimpur,IN,27.95,80.7667,57.72,48,0,6.55,clear sky
563,Beloha,MG,-25.1667,45.05,74.68,77,95,8.81,overcast clouds
564,Tyrma,RU,50.0833,132.1667,2.23,87,100,3.4,overcast clouds
565,Caranavi,BO,-15.8167,-67.55,64.58,98,100,2.17,overcast clouds
566,Terrace,CA,54.5163,-128.6035,24.71,68,20,16.11,few clouds
567,Monkey Hill,KN,17.3167,-62.7167,78.66,88,2,11.72,clear sky
568,Hariana,IN,31.6378,75.8408,54.72,49,3,4.72,clear sky
569,Jinchang,CN,38.4953,102.1739,22.46,23,0,5.86,clear sky
570,Banting,MY,2.8167,101.5,82.74,94,100,1.92,overcast clouds
571,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,79.43,71,82,1.54,broken clouds
572,Yamada,JP,39.4667,141.95,41.09,50,24,6.26,few clouds
573,Nanakuli,US,21.3906,-158.1547,78.75,56,100,9.22,light intensity drizzle
574,Taltal,CL,-25.4,-70.4833,65.08,85,33,5.3,scattered clouds
575,Galesong,ID,-5.3166,119.3661,87.82,70,97,0.69,overcast clouds
576,Toms River,US,39.9537,-74.1979,44.17,88,100,1.99,overcast clouds
577,Cap Malheureux,MU,-19.9842,57.6142,76.46,70,4,7.0,clear sky
578,Jiangyou,CN,31.7667,104.7167,45.73,72,100,1.16,overcast clouds
579,Ibotirama,BR,-12.1853,-43.2206,74.34,82,76,3.0,broken clouds
580,Bonavista,CA,48.6499,-53.1147,27.1,80,98,14.07,overcast clouds
581,Turbat,PK,26.0023,63.044,65.12,61,0,6.71,clear sky
582,Cap-Aux-Meules,CA,47.3821,-61.8597,21.25,73,100,11.5,overcast clouds
583,Utashinai,JP,43.5167,142.05,19.78,63,9,1.79,clear sky
584,Belmonte,BR,-15.8631,-38.8828,76.71,93,48,11.65,scattered clouds
585,Gold Coast,AU,-28.0,153.4333,92.25,68,8,24.16,clear sky
586,Port Macquarie,AU,-31.4333,152.9167,76.89,78,100,14.7,light rain
587,Udachnyy,RU,66.4167,112.4,-11.56,75,100,16.33,overcast clouds
588,Yablonovo,RU,50.8523,37.3574,38.23,90,100,21.92,light rain
589,Lichtenburg,ZA,-26.152,26.1597,66.45,67,100,12.21,overcast clouds
590,Lengshuijiang,CN,27.6881,111.4294,45.01,28,1,3.27,clear sky
591,San Pablo,PH,14.0669,121.3258,81.9,73,39,2.26,scattered clouds
592,Ahipara,NZ,-35.1667,173.1667,69.98,63,1,8.3,clear sky
593,Quesnel,CA,52.9999,-122.5029,9.1,78,100,4.61,overcast clouds
594,Prabumulih,ID,-3.45,104.25,78.87,83,100,0.6,overcast clouds
595,Bauta,CU,22.9828,-82.5464,66.09,88,20,2.3,few clouds
596,Kolyvan,RU,55.3053,82.7391,-22.38,99,8,3.65,clear sky
597,Akdepe,TM,42.0551,59.3788,8.69,53,0,8.46,clear sky
598,Coswig,DE,51.1333,13.5833,30.99,93,100,8.05,light snow
599,Olga,RU,43.7444,135.2892,19.99,53,100,1.3,overcast clouds
600,Riberalta,BO,-10.9833,-66.1,74.44,89,100,1.66,overcast clouds
601,Yabassi,CM,4.457,9.9682,75.02,96,27,1.32,scattered clouds
602,Sur,OM,22.5667,59.5289,73.63,59,0,10.47,clear sky
603,Estelle,US,29.8458,-90.1067,68.0,91,100,4.61,overcast clouds
604,Kirakira,SB,-10.4544,161.9205,83.61,73,98,5.73,overcast clouds
605,Honningsvag,NO,70.9821,25.9704,22.75,80,49,20.71,scattered clouds
606,Portree,GB,57.4129,-6.1942,33.53,96,100,6.55,light snow
607,Axim,GH,4.8699,-2.2405,78.19,84,96,5.75,overcast clouds
608,Methoni,GR,36.8197,21.7049,57.22,74,16,14.34,few clouds
609,Makakilo City,US,21.3469,-158.0858,77.32,67,100,16.11,light intensity drizzle
610,Bongaree,AU,-27.0797,153.1586,90.52,64,18,19.39,few clouds
611,Swift Current,CA,50.2834,-107.8014,16.61,92,100,10.36,overcast clouds
612,Monrovia,LR,6.3005,-10.7969,78.31,84,95,5.37,overcast clouds
613,Henties Bay,NA,-22.116,14.2845,58.71,97,15,1.99,few clouds
614,Sydney Mines,CA,46.2367,-60.2177,26.19,74,100,8.05,overcast clouds
615,Sistranda,NO,63.7256,8.834,22.96,72,8,25.12,clear sky
616,Chebenki,RU,51.9337,55.7077,-0.65,89,70,4.92,broken clouds
617,Laki,BG,41.85,24.8167,37.56,83,54,3.74,broken clouds
618,Manaus,BR,-3.1019,-60.025,79.29,94,20,2.3,few clouds
619,Basco,PH,20.4487,121.9702,77.74,76,91,26.24,overcast clouds
620,Fortuna Foothills,US,32.6578,-114.4119,64.22,58,100,14.97,overcast clouds
621,Lasa,IT,46.6166,10.7002,17.69,57,1,4.85,clear sky
622,Buffalo,US,42.8865,-78.8784,32.49,87,100,5.75,overcast clouds
623,Batemans Bay,AU,-35.7167,150.1833,70.11,48,88,13.06,light rain
624,Gazanjyk,TM,39.2446,55.5154,27.7,62,0,11.12,clear sky
625,Boyuibe,BO,-20.4167,-63.2833,71.1,78,100,4.0,overcast clouds
626,Tecoanapa,MX,16.5167,-98.75,78.13,74,0,7.07,clear sky
627,Qaqortoq,GL,60.7167,-46.0333,14.45,68,4,7.96,clear sky
628,Parintins,BR,-2.6283,-56.7358,76.66,75,62,2.77,broken clouds
629,Okha,RU,53.5739,142.9478,2.61,79,6,10.22,clear sky
630,Agadir,MA,30.4202,-9.5982,59.45,78,14,3.8,few clouds
631,Andenes,NO,69.3143,16.1194,24.93,73,5,6.91,clear sky
632,Yueyang,CN,29.3333,113.0919,43.65,42,0,8.03,clear sky
633,Wilkes-Barre,US,41.2459,-75.8813,36.14,96,100,3.44,mist
634,Vernon,CA,50.2581,-119.2691,36.61,94,98,3.0,overcast clouds
635,Pogranichnyy,RU,44.4064,131.3769,18.1,70,100,6.55,overcast clouds
636,Areni,AM,39.7191,45.1799,33.13,55,4,3.29,clear sky
637,Tselinnoye,RU,53.0833,85.6667,-3.24,100,95,4.65,overcast clouds
638,Prieska,ZA,-29.6641,22.7474,71.24,68,78,12.03,broken clouds
639,Freetown,SL,8.484,-13.2299,78.1,86,71,4.65,broken clouds
640,Thaton,MM,16.9206,97.3714,78.19,71,4,3.4,clear sky
641,Solano,US,38.2333,-121.9511,48.33,87,100,10.36,light intensity drizzle
642,Plaster Rock,CA,46.9065,-67.39,12.72,58,100,3.22,overcast clouds
643,Matamoros,MX,25.5333,-103.25,69.91,40,40,0.0,scattered clouds
644,Ulaangom,MN,49.9811,92.0667,-5.37,97,100,0.4,overcast clouds
645,Codajas,BR,-3.8367,-62.0569,78.98,69,100,1.77,overcast clouds
646,La Asuncion,VE,11.0333,-63.8628,74.93,78,3,3.44,clear sky
647,Chilca,PE,-12.5211,-76.7372,67.96,85,100,3.65,overcast clouds
648,Havoysund,NO,70.9963,24.6622,23.23,85,73,12.21,broken clouds
649,Verkhnetulomskiy,RU,68.6073,31.7962,1.53,99,72,2.06,broken clouds
650,Kawhia,NZ,-38.0651,174.8183,77.5,65,3,7.61,clear sky
651,Puerto Colombia,CO,10.9878,-74.9547,78.89,81,28,21.09,scattered clouds
652,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.55,95,40,1.57,scattered clouds
653,Toritama,BR,-8.0067,-36.0567,72.79,88,32,6.29,scattered clouds
654,Poso,ID,-1.3959,120.7524,85.55,65,99,2.75,overcast clouds
655,Adrar,MR,20.5022,-10.0711,72.16,15,0,7.23,clear sky
656,Horodnytsya,UA,50.807,27.3168,26.85,88,100,11.86,overcast clouds
657,Itarema,BR,-2.9248,-39.9167,79.5,79,59,14.38,broken clouds
658,Nuuk,GL,64.1835,-51.7216,11.98,72,0,6.91,clear sky
659,Bilma,NE,18.6853,12.9164,66.25,17,6,6.35,clear sky
660,Placido De Castro,BR,-10.3353,-67.1856,76.1,75,100,2.59,light rain
661,Yafran,LY,32.0633,12.5286,57.4,48,77,12.91,broken clouds
662,Morant Bay,JM,17.8815,-76.4093,78.42,81,10,7.4,clear sky
663,Kon Tum,VN,14.35,108.0,72.39,64,79,4.23,broken clouds
664,Alofi,NU,-19.0595,-169.9187,82.29,61,87,18.41,overcast clouds
665,Sambava,MG,-14.2667,50.1667,73.71,88,16,8.21,light rain
666,Mayo,US,38.8876,-76.5119,42.98,92,0,5.75,mist
667,Gao,ML,16.6362,1.637,67.28,16,88,11.14,overcast clouds
668,Halol,IN,22.5,73.4667,67.24,51,2,4.21,clear sky
669,Sailana,IN,23.4667,74.9167,62.51,42,0,7.72,clear sky
670,Port Hedland,AU,-20.3167,118.5667,109.45,10,9,11.5,clear sky
671,Camana,PE,-16.6228,-72.7111,70.9,79,94,0.27,overcast clouds
672,Faranah,GN,10.0404,-10.7434,68.27,29,100,4.34,overcast clouds
673,Angoche,MZ,-16.2325,39.9086,77.14,85,99,4.59,overcast clouds
674,Usinsk,RU,65.9939,57.5281,-19.28,98,100,3.76,overcast clouds
675,Poindimie,NC,-20.9333,165.3333,81.95,71,26,7.78,scattered clouds
676,Marawi,PH,7.9986,124.2928,80.17,67,99,1.72,overcast clouds
677,Alta Floresta,BR,-9.8756,-56.0861,69.55,98,100,1.03,overcast clouds
678,Ponta Delgada,PT,37.7333,-25.6667,67.5,88,75,24.16,very heavy rain
679,Toucheng,TW,24.8592,121.8233,67.14,90,100,9.75,overcast clouds
680,Tual,ID,-5.6667,132.75,83.32,70,100,4.0,overcast clouds
681,Canico,PT,32.6333,-16.85,74.03,84,40,17.27,light rain
682,Roros,NO,62.5747,11.3842,-2.36,84,100,2.3,overcast clouds
683,Dunedin,NZ,-45.8742,170.5036,57.79,83,40,4.0,scattered clouds
684,Andreyevo,RU,55.9465,41.1505,34.86,89,100,13.96,light snow
685,Okhotsk,RU,59.3833,143.3,-22.85,83,14,13.85,few clouds
686,Yen Bai,VN,21.7,104.8667,63.52,69,100,1.3,overcast clouds
687,Saint-Louis,SN,16.3333,-15.0,79.39,13,0,9.64,clear sky
688,Palana,RU,59.1167,159.9667,13.21,63,100,7.43,overcast clouds
689,Dayong,CN,25.0209,118.2898,63.41,62,30,6.55,scattered clouds
690,Strathroy,CA,42.9551,-81.6223,34.63,66,95,6.44,overcast clouds
691,Rzhyshchiv,UA,49.9689,31.0463,37.22,90,100,10.16,moderate rain
692,Safranbolu,TR,41.2508,32.6942,52.93,81,100,3.94,overcast clouds
693,La Macarena,CO,2.1837,-73.7849,69.53,97,59,2.62,broken clouds
694,Mariinsk,RU,56.2139,87.7472,-18.56,100,8,3.04,clear sky
695,Bairiki,KI,1.3292,172.9752,86.0,66,40,9.22,scattered clouds
696,Teguise,ES,29.0605,-13.564,62.82,88,0,3.44,clear sky
697,Erzin,TR,36.9559,36.2,55.15,63,100,5.06,overcast clouds
698,Lazaro Cardenas,MX,17.9583,-102.2,75.99,79,5,3.83,clear sky
699,Ibanda,TZ,-2.7974,32.4746,62.28,95,84,1.25,broken clouds
700,Ambilobe,MG,-13.2,49.05,73.08,85,3,3.2,clear sky
701,Talaya,RU,61.3833,152.75,-33.2,97,100,2.48,overcast clouds
702,Vanimo,PG,-2.6741,141.3028,86.11,66,99,5.12,overcast clouds
703,Salto,UY,-31.3833,-57.9667,81.88,51,67,4.94,broken clouds
704,Tirthahalli,IN,13.7,75.2333,67.33,97,99,8.48,overcast clouds
705,Bubaque,GW,11.2833,-15.8333,80.29,75,2,6.02,clear sky
706,Umm Kaddadah,SD,13.6017,26.6876,60.31,23,0,12.68,clear sky
707,Fallon,US,39.4735,-118.7774,35.47,64,100,9.22,overcast clouds
708,Maldonado,UY,-34.6667,-54.9167,69.19,91,100,3.38,overcast clouds
709,Pavagada,IN,14.1,77.2667,67.8,94,80,8.61,broken clouds
710,Raudeberg,NO,61.9875,5.1352,27.27,54,33,7.23,scattered clouds
711,Codrington,AU,-38.2667,141.9667,56.32,79,100,24.38,overcast clouds
712,Waipawa,NZ,-41.4122,175.5153,70.27,48,6,6.11,clear sky
